collected_at,itemCode,itemName,shopName,price,rank,memory_gb,ssd_gb,availability,itemUrl
2026-08-16,rainbowpc:10056223,使用758時間 中古 フルHD 12.5インチ SONY VAIO Pro PJ VJPJ218000042 Windows11 卓越性能 第11世代Core i5-1135G7 16GB 爆速NVMe式256GB-SSD カメラ 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,31889,不明,,256,0,https://item.rakuten.co.jp/rainbowpc/vjp-lly12161039v/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10058143,訳有 フルHD 12.5インチ SONY VAIO VJPJ218 Windows11 卓越性能 第11世代Core i5-1135G7 16GB 爆速NVMe式256GB-SSD カメラ 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,32989,不明,,256,1,https://item.rakuten.co.jp/rainbowpc/vjpj-ly05201743s/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10056139,中古美品 フルHD 12.5インチ SONY VAIO VJPJ218 Windows11 卓越性能 第11世代Core i5-1135G7 16GB 爆速NVMe式256GB-SSD カメラ LTE 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,34089,A(美品),,256,0,https://item.rakuten.co.jp/rainbowpc/vjpj-lly12101805s/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10056247,中古 フルHD 12.5インチ SONY VAIO Pro PJ VJPJ21 Windows11 卓越性能 第11世代Core i5-1135G7 8GB 爆速NVMe式256GB-SSD カメラ 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,34089,不明,,256,0,https://item.rakuten.co.jp/rainbowpc/vjpj-lly12171335v/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10056205,中古 フルHD 12.5インチ SONY VAIO VJPJ211 Windows11 卓越性能 第11世代Core i5-1135G7 16GB 爆速NVMe式256GB-SSD カメラ LTE 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,34089,B(傷や汚れあり),,256,0,https://item.rakuten.co.jp/rainbowpc/vjpj-lly12151059s/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,pc-one:10048061,使用1691時間 中古 フルHD 12.5インチ SONY VAIO VJPJ218 Windows11 卓越性能 第11世代Core i5-1135G7 16GB 爆速NVMe式256GB-SSD カメラ 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,PCONE,34089,不明,,256,0,https://item.rakuten.co.jp/pc-one/vjp-lly02101868m/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,pc-one:10049639,中古 フルHD 12.5インチ SONY Pro PJ VJPJ211 Windows11 卓越性能 第11世代Core i5-1135G7 16GB 爆速NVMe式PCIE4.0 256GB-SSD カメラ LTE 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,PCONE,34089,不明,,256,1,https://item.rakuten.co.jp/pc-one/vjpj-lly06191714m/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10058830,中古 フルHD 12.5インチ SONY Pro PJ VJPJ211 Windows11 卓越性能 第11世代Core i5-1135G7 16GB 爆速NVMe式PCIE4.0 256GB-SSD カメラ LTE 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,34089,不明,,256,1,https://item.rakuten.co.jp/rainbowpc/vjpj-lly06191714m/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10056197,中古 フルHD 12.5インチ SONY VAIO VJPJ211 Windows11 卓越性能 第11世代Core i5-1135G7 16GB 爆速NVMe式256GB-SSD カメラ LTE 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,34089,不明,,256,0,https://item.rakuten.co.jp/rainbowpc/vjpj-lly12121757s/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,pc-one:10047389,中古美品 フルHD 12.5インチ SONY VAIO VJPJ218 Windows11 卓越性能 第11世代Core i5-1135G7 16GB 爆速NVMe式256GB-SSD カメラ LTE 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,PCONE,34089,A(美品),,256,0,https://item.rakuten.co.jp/pc-one/vjpj-lly12101858s/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,pc-one:10047363,使用996時間 中古良品 フルHD 12.5インチ SONY VAIO VJPJ218 Windows11 卓越性能 第11世代Core i5-1135G7 16GB 爆速NVMe式256GB-SSD カメラ LTE 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送,PCONE,35189,不明,,256,0,https://item.rakuten.co.jp/pc-one/vjpj-lly12101100m/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,pc-one:10047499,中古 フルHD 12.5インチ SONY VAIO Pro PJ VJPJ21 Windows11 卓越性能 第11世代Core i5-1135G7 8GB 爆速NVMe式256GB-SSD カメラ 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,PCONE,35189,不明,,256,1,https://item.rakuten.co.jp/pc-one/vjpj-lly12180949s/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10056267,中古 フルHD 12.5インチ SONY VAIO Pro PJ VJPJ21 Windows11 卓越性能 第11世代Core i5-1135G7 8GB 爆速NVMe式256GB-SSD カメラ 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,35189,不明,,256,1,https://item.rakuten.co.jp/rainbowpc/vjpj-lly12180949s/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10056244,中古良品 フルHD 12.5インチ SONY VAIO Pro PJ VJPJ21 Windows11 卓越性能 第11世代Core i5-1135G7 8GB 爆速NVMe式256GB-SSD カメラ 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,35189,不明,,256,1,https://item.rakuten.co.jp/rainbowpc/vjpj-lly12171118v/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,pc-one:10047480,中古良品 フルHD 12.5インチ SONY VAIO Pro PJ VJPJ21 Windows11 卓越性能 第11世代Core i5-1135G7 8GB 爆速NVMe式256GB-SSD カメラ 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,PCONE,35189,不明,,256,1,https://item.rakuten.co.jp/pc-one/vjpj-lly12171118v/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10056192,中古 フルHD 12.5インチ SONY VAIO VJPJ211 Windows11 卓越性能 第11世代Core i5-1135G7 16GB 爆速NVMe式256GB-SSD カメラ LTE 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,36289,不明,,256,0,https://item.rakuten.co.jp/rainbowpc/vjpj-lly12121620s/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10056130,中古美品 フルHD 12.5インチ SONY VAIO VJPJ218 Windows11 卓越性能 第11世代Core i5-1135G7 16GB 爆速NVMe式256GB-SSD カメラ LTE 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,36289,A(美品),,256,0,https://item.rakuten.co.jp/rainbowpc/vjpj-lly12101617s/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,pc-one:10045493,1783時間 中古 フルHD 12.5インチ SONY Pro PJ VJPJ211 Windows11 卓越性能 第11世代Core i5-1135G7 8GB 爆速NVMe式256GB-SSD カメラ LTE 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,PCONE,36289,不明,,256,1,https://item.rakuten.co.jp/pc-one/vjp-lly08011622m/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10053833,1783時間 中古 フルHD 12.5インチ SONY Pro PJ VJPJ211 Windows11 卓越性能 第11世代Core i5-1135G7 8GB 爆速NVMe式256GB-SSD カメラ LTE 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,36289,不明,,256,1,https://item.rakuten.co.jp/rainbowpc/vjp-lly08011622m/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,pc-one:10047445,中古 フルHD 12.5インチ SONY VAIO VJPJ211 Windows11 卓越性能 第11世代Core i5-1135G7 16GB 爆速NVMe式256GB-SSD カメラ 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,PCONE,36289,不明,,256,0,https://item.rakuten.co.jp/pc-one/vjpj-lly1215945s/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10059318,良品 フルHD 12.5インチ VAIO ProPJ VJPJ21 Windows11 卓越性能 第11世代Core i5-1135G7 8GB 爆速NVMe式256GB-SSD カメラ 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,36289,不明,,256,1,https://item.rakuten.co.jp/rainbowpc/vjpj21-lly07151789w/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,pc-one:10050071,良品 フルHD 12.5インチ VAIO ProPJ VJPJ21 Windows11 卓越性能 第11世代Core i5-1135G7 8GB 爆速NVMe式256GB-SSD カメラ 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,PCONE,36289,不明,,256,1,https://item.rakuten.co.jp/pc-one/vjpj21-lly07151789w/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,pc-one:10047457,中古美品 フルHD 12.5インチ SONY VAIO VJPJ211 Windows11 卓越性能 第11世代Core i5-1135G7 16GB 爆速NVMe式256GB-SSD カメラ LTE 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,PCONE,38489,A(美品),,256,0,https://item.rakuten.co.jp/pc-one/vjpj-lly12151840s/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,pc-one:10048451,中古 フルHD 12.5インチ SONY VAIO VJPJ218 Windows11 卓越性能 第11世代Core i5-1135G7 16GB 爆速NVMe式256GB-SSD カメラ 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,PCONE,38489,不明,,256,1,https://item.rakuten.co.jp/pc-one/vjpj-lly04011818m/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10059449,中古 フルHD 12.5インチ SONY VAIO VJPJ218 Windows11 卓越性能 第11世代Core i7-1165G7 16GB 爆速NVMe式256GB-SSD カメラ 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,38489,不明,,256,0,https://item.rakuten.co.jp/rainbowpc/vjpj-lly07231676r/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10056211,中古美品 フルHD 12.5インチ SONY VAIO VJPJ211 Windows11 卓越性能 第11世代Core i5-1135G7 16GB 爆速NVMe式256GB-SSD カメラ LTE 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,38489,A(美品),,256,0,https://item.rakuten.co.jp/rainbowpc/vjpj-lly12151737s/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10056165,良品 フルHD 12.5インチ SONY VAIO ProPJ VJPJ21 Windows11 卓越性能 第11世代Core i5-1135G7 16GB 爆速NVMe式256GB-SSD カメラ LTE 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,38489,不明,,256,0,https://item.rakuten.co.jp/rainbowpc/vjpj-lly12120935r/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10057450,中古 フルHD 12.5インチ SONY VAIO VJPJ218 Windows11 卓越性能 第11世代Core i5-1135G7 16GB 爆速NVMe式256GB-SSD カメラ 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,38489,不明,,256,1,https://item.rakuten.co.jp/rainbowpc/vjpj-lly04011818m/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10056104,中古 フルHD 12.5インチ SONY VAIO VJPJ218 Windows11 卓越性能 第11世代Core i7-1165G7 16GB 爆速NVMe式512GB-SSD カメラ LTE 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,38489,不明,,512,0,https://item.rakuten.co.jp/rainbowpc/vjpj-lly12091853m/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,pc-one:10048449,使用1503時間 中古 フルHD 12.5インチ SONY VAIO VJPJ218 Windows11 卓越性能 第11世代Core i5-1135G7 16GB 爆速NVMe式256GB-SSD カメラ 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,PCONE,38489,不明,,256,0,https://item.rakuten.co.jp/pc-one/vjpj-lly04011748m/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,pc-one:10048454,使用1211時間 中古 フルHD 12.5インチ SONY VAIO VJPJ218 Windows11 卓越性能 第11世代Core i5-1135G7 16GB 爆速NVMe式256GB-SSD カメラ 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,PCONE,38489,不明,,256,1,https://item.rakuten.co.jp/pc-one/vjpj-lly04020937m/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,pc-one:10047355,中古 フルHD 12.5インチ SONY VAIO VJPJ218 Windows11 卓越性能 第11世代Core i7-1165G7 16GB 爆速NVMe式512GB-SSD カメラ LTE 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,PCONE,38489,不明,,512,0,https://item.rakuten.co.jp/pc-one/vjpj-lly12091853m/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10056206,中古良品 フルHD 12.5インチ SONY VAIO VJPJ211 Windows11 卓越性能 第11世代Core i5-1135G7 16GB 爆速NVMe式256GB-SSD カメラ LTE 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,38489,B(傷や汚れあり),,256,0,https://item.rakuten.co.jp/rainbowpc/vjpj-lly12151134s/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,pc-one:10048453,使用993時間 中古 フルHD 12.5インチ SONY VAIO VJPJ218 Windows11 卓越性能 第11世代Core i5-1135G7 16GB 爆速NVMe式256GB-SSD カメラ 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,PCONE,38489,不明,,256,0,https://item.rakuten.co.jp/pc-one/vjpj-lly04011845m/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10056207,中古良品 フルHD 12.5インチ SONY VAIO VJPJ211 Windows11 卓越性能 第11世代Core i5-1135G7 16GB 爆速NVMe式256GB-SSD カメラ LTE 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,38489,B(傷や汚れあり),,256,0,https://item.rakuten.co.jp/rainbowpc/vjpj-lly12151433s/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,pc-one:10047740,フルHD 12.5インチ 良品 SONY VAIO Pro PJ VJPJ218 / Windows11/ 卓越性能 第11世代Core i5-1135G7/ 16GB/ 爆速NVMe式PCIE4.0 256GB-SSD/ カメラ/ LTE/ 無線Wi-Fi6/ Office付き/ Win11【中古ノートパソコン 中古パソコン 中古PC】税込送料無料 あす楽対応 当日発送,PCONE,38990,新品/未開封,,256,0,https://item.rakuten.co.jp/pc-one/sony10-xxx-b/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10056581,良品 フルHD 12.5インチ SONY VAIO Pro PJ VJPJ218 / Windows11/ 卓越性能 第11世代Core i5-1135G7/ 16GB/ 爆速NVMe式PCIE4.0 256GB-SSD/ カメラ/ LTE/ 無線Wi-Fi6/ Office付き/ Win11【中古ノートパソコン 中古パソコン 中古PC】税込送料無料 あす楽対応 即日発送,レインボー家電,38990,新品/未開封,,256,0,https://item.rakuten.co.jp/rainbowpc/sony10-xxx-b/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10056208,良品 フルHD 12.5インチ SONY VAIO VJPJ211 Windows11 卓越性能 第11世代Core i5-1135G7 16GB 爆速NVMe式256GB-SSD カメラ LTE 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,39589,不明,,256,0,https://item.rakuten.co.jp/rainbowpc/vjpj-lly12151543s/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,pc-one:10047913,中古 フルHD 12.5インチ SONY VAIO VJPJ218 Windows11 卓越性能 第11世代Core i7-1165G7 16GB 爆速NVMe式256GB-SSD カメラ 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,PCONE,40689,不明,,256,0,https://item.rakuten.co.jp/pc-one/vjpj-lly01301026m/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
